Datetime,Tweet
2021-06-10 04:50:00+00:00,"Begini doang insecure, lu ya diri lu ngapain peduliin org lain. Fokus aja ama diri sendiri. Buat sendernya juga, hehe selamat ya IP nya 3,81

Tapi gw ga peduli
itb! https://t.co/xZpLndCtbz"
2021-06-10 04:40:01+00:00,"Ipk ku 4,1 bisa ga ya masuk informatika Itb! ?"
2021-06-10 04:35:00+00:00,"Kalau ipk skrg 3 bisa ga ya pas lulus nyampe 3,2 atau syukur2 3,5 gitu? :"" skrg udh smt 4 btw 

Itb!"
2021-06-10 04:30:00+00:00,ada yg punya info kos harian cisitu buat cowo? itb!
2021-06-10 04:25:00+00:00,itb! ip 2.9 bisa masuk ti ga ya?
2021-06-10 04:15:01+00:00,"Itb! Kenapa salty amat si nyampe rep 30+, padahal sendernya mungkin lagi bersedih https://t.co/xZpLndCtbz"
2021-06-10 04:10:00+00:00,"itb! anak tpb yang mau ke jurusan, bakal dikasih panduan/pengarahan ga buat pengambilan matkul atau semacam sistemnya gitu? belum lagi soal yang matkul rebutan :)  soalnya masih bingung"
2021-06-10 04:05:01+00:00,"Itb! Serius nanya, bedanya dean list sama cumlaude apa ya? Atau sama aja? Tia!"
2021-06-10 04:05:01+00:00,klo Ip smt1+Ip smt2 = 3.81 keknya iya sih nder itb! https://t.co/xZpLndCtbz
2021-06-10 04:05:00+00:00,Sebutkan hal paling asyik kalau kuliah di itb!
2021-06-10 04:00:01+00:00,"Ipk tpb gue 3.25, bisa diterima di prodi mencintaimu ga? Itb!"
2021-06-10 04:00:00+00:00,"itb! informasi-informasi dean list gitu dimana deh? terus juga kayaknya tpb udah ada yang dapet dean list yaa, pengen tau deh, makasi https://t.co/Sr32X2v3nx"
2021-06-10 03:55:00+00:00,Itb! Aku jadi tau alasan kenapa adanya budaya sarip di itb.
2021-06-10 03:45:00+00:00,"Klo ip di atas 3,5 tp ada indeks BC masih bisa masuk dean list gaa? Itb!"
2021-06-10 03:40:00+00:00,Visi pamer misi pamer don't sarip bosqueeee itb! https://t.co/B7FD1o0aVd
2021-06-10 03:35:01+00:00,"semangat untuk tpbabes itb! kalau kalian dapat ip tpb dua koma itu bukan akhir dari dunia kok, balas dendam aja pas jurusan"
2021-06-10 03:35:00+00:00,"itb! gais, IPK 3.81 masih bisa masuk IF gasih? takut ketendang anak stei pd ambis2 :("
2021-06-10 03:30:01+00:00,itb! jadi gue anak stei apa bener kalo indeks daspro gue lebih kecil dari indeks par bakal dimasukin teknik lingkungan?
2021-06-10 03:30:00+00:00,"Ipk 2,8 masi bisa masuk ti itb! Gasi? Takut bgt"
2021-06-10 03:05:00+00:00,"Itb! Mau tanya yang suka ngajar les, kalo buat sumber ajar biasanya dari mana? Terus kalo matokin harga biasanya berapa?"
2021-06-10 02:05:00+00:00,"Hello, disini ada yang kerja di bidang data analytics/software engineering, terutama di early, pre growth startup? 

Gw lg ada masalah kerjaan, lebih ke masalah intrigue &amp; politik kantor, mau cari wangsit dan wejangan. 

Salam, fellow data &amp; engineering professional. itb!"
2021-06-10 02:00:00+00:00,itb! ada yang tau arti dari mahasiswa BWS ? https://t.co/dI2APMqWHY
2021-06-10 01:50:00+00:00,"Itb! pengen jdi anak orang kaya, lalu diwariskan perusahaan hehe Itb! https://t.co/UoGbM58pAp https://t.co/zHJemICuV2"
2021-06-10 01:35:00+00:00,Kalo masuk jurusan fisika itb! buku2 halliday pas tpb masih kepake ga ya? Bingung nih mau kasih ke adkel takut masih kepake:(
2021-06-10 01:30:00+00:00,itb! yuk yg pernah invest pasar modal boleh isi kues ini? atau bantu rt aja gapapa pliss plis  kurang 100 lagiiii🥺🥺 https://t.co/r4zq7T25yn
2021-06-10 01:00:00+00:00,Pov: aku ingin menjadi mahasiswa biasa biasa ajah di itb! https://t.co/JV7QTTINRD
2021-06-10 00:50:00+00:00,Mau tanya kalau sidang skipsi itu terbuka buat umum atau engga ya??? Bisa ditonton adik2 tingkatnya atau cuma buat dosen2 aja? Itb!
2021-06-10 00:15:00+00:00,"drop meme yang pelaut digantung make tali tulisannya ""first time?"" dong itb!"
2021-06-09 23:20:00+00:00,"Itb! Sama kok. Pas tpb ipkku di atas 3, tapi sejak jurusan turun. Sekarang ipku di bawah 2.5 😔 https://t.co/1BfrsntfOJ"
2021-06-09 23:05:00+00:00,"Itb! Banyak yang pas tpb di bawah 3 tapi comeback di jurusan, aku malah kebalikannya. Sedih bgt semester ini turun jauh dari semester kemarin 😔"
2021-06-09 22:40:00+00:00,Itb! Katanya ayah Siska Kohl kerja di Tech Company.. Apa mending lintas karir ke tech company ya
2021-06-09 21:20:00+00:00,kalau fisika dapet D tp ipk &gt; 2 harus ngulang kah? itb!
2021-06-09 19:30:00+00:00,"alhamdulillah lulus itb! diatas 3 nder
gausa sedih masi banyak waktu 
yang penting jangan berenti usaha dan berusaha egois dikit sama diri sendiri buat ga hura hura sementara https://t.co/LznrQXM9fP https://t.co/Wm0QdsLET2"
2021-06-09 19:10:00+00:00,salam dr mahasiswa tingkat akhir itb! semangat!!! https://t.co/UhRru5p6nP https://t.co/hTaF5qOvgF
2021-06-09 19:05:00+00:00,Rata2 anak Itb! yang di BUMN di perusahaan yg mana ya? Gue mau BUMN soalnya tapi takut jurusannya gak sesuai:(
2021-06-09 17:10:01+00:00,Ada anak tpb itb! Yang ngambil semester 3 karena nilainya D/E? Matkul apa yaa? Aku kesulitan banget soalnya selama SMA ketinggalan parah banget. Rasanya nggak cukup disusun cuma 3 bulan. Makasi
2021-06-09 17:10:00+00:00,"Semangat tpbebs&lt;3, masa tpb telah berakhir semoga dilancarkan ke depannya baik fisik, mental, pikiran, sama ip kita &lt;3 itb!"
2021-06-09 17:05:01+00:00,Itb! Belajar solidworks selain dari vertanux1 darimana ya yg gratis?
2021-06-09 17:05:01+00:00,"itb! perjuangan tpb kita berakhir sampe sini, sampai jumpa nanti mahasiswa jurusan ITB 2020☺️☺️"
2021-06-09 17:05:00+00:00,Itb! TPB semoga tgl 14 Hasilnya sesuai yg diharapkaaaaan yaaaa! Semangaaaat!
2021-06-09 17:00:00+00:00,"itb! SEMANGAT terus buat kalian, buat kita jugaa (◍•ᴗ•◍)❤ 
kita pasti bisa kok. inget, Tuhan takdirin kita ke ITB tu karena Dia yakin kita pasti kuat !!! luvv u gaiss https://t.co/B5QkeuFXJq"
2021-06-09 16:50:00+00:00,"itb! omg kirain aku doang yg gini, serasa punya tmn 🥺 semangat gais kita pasti bisa ga ngulang kesalahan yg sama!! much love https://t.co/4jjODs1GxO"
2021-06-09 16:45:00+00:00,Ketik 6 untuk lihat angka seram Itb!
2021-06-09 16:45:00+00:00,Nama itb! Akan membantu dan membebani tergantung gimana kalian pas kuliah :) https://t.co/d4NSQaQ1By
2021-06-09 16:40:00+00:00,tinggi? terus apakah nama itb akan membantu dalam mencari pekerjaan?
2021-06-09 16:40:00+00:00,"berhubung baru keluar indeks jadi mikirin masa depan, emang alumni itb! tuh punya value lebih ya kalau cari kerja? sering denger kesulitan di itb lebih susah dari kampus2 lain (ini gatau sih bener atau ga) berarti di kampus lain jadi lebih gampang buat dapetin ip  (cont..)"
2021-06-09 16:25:00+00:00,Itb! Gue ngetawain matkul yg dikasi C karna sadar gue males ngerjain tugasnya dan syukur ajah masih dilulusin 😂😂😂
2021-06-09 16:25:00+00:00,"Ada ga sewa motor bulanan gitu buat mahasiswa di bandung? Kalo ada, harganya biasanya brp ya? Itb!"
2021-06-09 16:05:01+00:00,"itb! sama nder, par daspro membunuhqu https://t.co/B7FD1o0aVd"
2021-06-09 16:05:00+00:00,"itb! untuk teman2 tpb boleh untuk merasa putus asa, tp jangan terlalu lama. jadikan motivasi, yakin harapan selalu ada https://t.co/o1GVsRqE0T"
2021-06-09 16:00:00+00:00,"ada 13 sks yg harus ngulang, aku kecewa dan hopeless sama diri sendiri itb!"
2021-06-09 15:55:00+00:00,Waw terjun masih di atas 3.3? Gue nunggu komen terjun bebas beneran yang nggak tipu tipu kalau luring sekali terjun bisa di bawah 2 itb! https://t.co/B7FD1o0aVd
2021-06-09 15:55:00+00:00,"Itb! Ofkours, gue yg cuma 2.02 aja Alhamdulillah bisa wwkwkwk:"")  (jangan dicontoh, gue bego aja mafiki makanya segitu, tapi alhamdulillahnya lg somehow dikuliah lebih bisa mengatur diri sih. Karena dah nemu ritme belajarnya juga) https://t.co/44OIP97Hff"
2021-06-09 15:45:00+00:00,"Temen2 yg tertarik beli buku kalkulus Purcell jilid 1 original boleh komen ya nanti aku dm, tysm itb!"
2021-06-09 15:40:00+00:00,itb! wow terjun bebas... gmn caranya ngasih tau ortu :( https://t.co/tdOEzOUggm
2021-06-09 15:30:01+00:00,Praktikum offline Juni-Juli jadi dibatasin ya? Jurusan apa aja yg dibatasin? Itb!
2021-06-09 15:15:00+00:00,Itb! Indeks T bakal berubah kapan ya?
2021-06-09 15:15:00+00:00,"itb! Ipk ku cuma 2.2 ni tpb kira kira bisa ga ya ngebales di jurusan.Semoga bisa ya. Doain aku bisa ""balas dendam"" di jurusan yaaa. Aku semangat penuh untuk berjuang dijurusan manapun nantinya 🥰🥰 Semangat juga semuanya"
2021-06-09 15:05:01+00:00,"paling tidak sedikit dengan cara nyemangatin kalian. Jadi, semangat semuanyaa! Aku yakin kita bisa bangkit kokk! Oh ya, jangan lupa kalo kalian ga pernah sendiri di dunia ini jadi kalo ada masalah, jangan dipendam sendiri yaa ^^"
2021-06-09 15:05:01+00:00,"jujur aku udah cukup stres semester ini, jadi rasanya aku lebih ke cape stres. Lucu kan stres aja bisa cape. Oh ya, aku disini lagi berusaha nguatin diriku. Tapi, aku juga berharap aku bisa bantu nguatin kalian juga. Aku akan merasa senang jika aku bisa bantu kalian  (cont..)"
2021-06-09 15:05:01+00:00,"Halo! Aku disini cuma mau nyemangatin buat teman-teman itb! semua, terutama yang lagi merasa down karena ip turun atau karena ada matkul yang ngulang. Sebagai seseorang yang mendapatkan D semester lalu dan semester ini, tentu saja aku sedih karena harus mengulang. Tapi  (cont..)"
2021-06-09 15:05:00+00:00,"hadeh matkul itb! di mana gue belajar paling keras malah ngulang, giliran yag effortless malah nilai bagos. Gini amat."
2021-06-09 15:00:01+00:00,itb! memiliki pekerjaan dikarenakan privilege apakah memalukan?
2021-06-09 15:00:01+00:00,"Itb! Sama ajah sih, kalo mo cuti berharap ajah dibuka pas semester pendek khusus buat angkatanmu kek jadi kesempatan terakhir. Saran ajah sih kalo emang rencananya mo fokus lulusin tpb dulu juga gapapa, ga usah ngambil matkul jurusan dulu, penting lulusin tpb :) semangat https://t.co/lyjLZpT3Kx"
2021-06-09 15:00:00+00:00,itb! ip tpb 2.5 mending skip sipil apa tetep gas aja :'??
2021-06-09 14:50:00+00:00,"itb! Aku TPB dan seneng bgt IP aku mengalami peningkatan. Walaupun IP 2 semester ini masih dibawah 3 😁
Semangatttt kita semua, semoga bisa masuk di jurusan yg kita pengenin. Kalaupun engga, semoga di jurusan itu kita enjoy ngejalanin dan bisa comeback ningkatin IP lagi 💛✨"
2021-06-09 14:45:01+00:00,Itb! Ngulang TPB cuma bisa semester 3 dan 4?  Kalo smt 3nya cuti tetep begitu juga ga? Makasi
2021-06-09 14:45:00+00:00,itb! tebak gradien garis https://t.co/bQOHcxwVEa
2021-06-09 14:45:00+00:00,"Itb! Butuh hiburan, plis reply disini joke lucuu dong. Garing juga gapapa ..  Lagi pengen ketawa serius 😭"
2021-06-09 14:40:01+00:00,bukannya tambah semangat :(
2021-06-09 14:40:00+00:00,"Itb!  Plis banget mulai semester depan  kuliahnya offline ._.  kalo kuliah online tuh ga kerasa suasana persaingannya malah kebawa leha-leha, males, ga fokus gitu, dan ga punya temen diskusi secara langsung :( gw liat nilai kecil juga bawaan pasrah dahlah apasi huhu  (cont..)"
2021-06-09 14:40:00+00:00,itb! udah keluar semua ya https://t.co/KgiY0ng7rJ
2021-06-09 14:35:00+00:00,"Selamat berstirahat Itb! Kerjanya udah dulu, penuhi hak tubuhmu. Terlalu sibuk dengan hal lain, sampai kamu lupa punya tubuh. Ga lucu kakau tiba² tipes, sayang kalian semua. Jaga kesehatan ya. 
Goodnight 🌱"
2021-06-09 14:20:02+00:00,"itb! gais doain aku dapet indeks bagus yaa masa temen-temenku udah pada dapet indeksnya dan aku belumm, jadi takut :( semangat gais semoga dapet yg terbaik semuanyaa"
2021-06-09 14:20:01+00:00,"sendiri. Alhamdulillah nya dapet indeks naik jauh dari semester lalu dan dapet duit asprak :) sekian gais, 
Semangat gais jangan patah semangat, mungkin kalian belom nemuin metode belajar yg pas buat diri kalian ajah 😊"
2021-06-09 14:20:01+00:00,"paling nyapu. Maaf yah kalo keliatan santai bgt di rumah kek gada beban masalah, tapi kemalasan ini bener2 bikin ipk turun sampe 0.05 poinnya, trus karna ga mau gtuh akhirnya semester 6 nekat ambil 22sks+asprak 2 matkul+ke bandung dengan harapan hidup mandiri ngapa2in  (cont..)"
2021-06-09 14:20:00+00:00,"Itb! Mau cerita dikit, kalian ada ga sih yg kalo keos trus malah indeksnya naik. Gue udah coba selama 6 semester dan tiap gue keos, NRnya naik, semester 5 kemaren gue full di rumah dan yah semua kegiatan gue males2an tidur2an doang, makanan dah disiapin, kerja rumah  (cont..)"
2021-06-09 14:20:00+00:00,"itb! ipk tpb aku cm 2,39 nder trus bisa comeback pas jurusan dgn ip per semester selalu di atas 3 (malah bisa cumlaude di tingkat 4) dan akhirnya bisa lulus dgn ipk di atas 3. Semangat nder msh ada 6 semester lagii https://t.co/LznrQXuxRf"
2021-06-09 14:15:00+00:00,"itb! semangat mengobarkan kalimat-kalimat keramat, mari sama sama berdoa tpbebs ""semoga bisa dapet ip bagus di jurusan sampai lulus"" 😭😭"
2021-06-09 14:05:00+00:00,"intensitas memaki meningkat tajam di hari ini, itb!"
2021-06-09 13:55:00+00:00,"Itb! Nanya dong, pas kerja, itu yg diliat ip per semester atau ipk total ?"
2021-06-09 13:50:00+00:00,"sedih blm bayar ukt dan indeks jam pasir.. gapapa sih sebenernya cuma aga sedih aja:"") itb!"
2021-06-09 13:45:00+00:00,itb! syarat cumlaude di itb apa aja sih?
2021-06-09 13:40:00+00:00,Itb! Nder gue juga!!! Malah kacau banget smt ini https://t.co/BkBSu5uOZO
2021-06-09 13:30:01+00:00,"Indeks udah keluar semua dan ip aku cuma 0,... Apa aku salah ya masuk itb! ???"
2021-06-09 13:25:00+00:00,"Halo kawan-kawan itb! Kalau kalian lagi sedih. Kalimat penyemangat apa yang biasa kalian berikan?

Saya sepertinya sedang depresi."
2021-06-09 13:10:00+00:00,"Itb!  Sedih banget, padahal rasanya udah ngelakuin yang terbaik,  berani gatcha jurusan rame.  Tauya nilai gw malah flop dibanding semester lalu.  😇"
2021-06-09 13:05:00+00:00,"itb! udah seneng banget pas tau ip bisa nyampe 3 tau-tau salah ngitung jumlah sks matkul ku, yah turun lagi😢😭"
2021-06-09 13:05:00+00:00,itb! itu artinya kamu top https://t.co/ylIBPa2L76
2021-06-09 13:00:00+00:00,Itb! Kalo indeks di six tulisannya T tuh kenapa ya? Makasi https://t.co/NbHwbm2ist
2021-06-09 12:50:00+00:00,"itb! hallo ka aku maba, kaka2 ada yang mau hibahin buku2 yang kaka2 pelajarin pas tpb gaa yaa, kalo ada aku mau huhuhuhu🙏🏻 makasii"
2021-06-09 12:40:00+00:00,itb! Matkul motivasi berprestasi dapet nilainya gampang gak? terus kelasnya gimanaa? Ada yang pernah ambil gaaaak? tengkyu!
2021-06-09 12:30:00+00:00,"itb! Keterlaluan gak sih kalau semester lalu ngulang, semester ini ngulang lagi? Capek banget sama diri sendiri."
2021-06-09 12:20:00+00:00,"mau nanya dong kost cewe itb! yang ada wifi,ac,kamar mandi dalem tapi ga lebih dari 2,5jt (atau ga sampe 3jt) makasih"
2021-06-09 12:20:00+00:00,"itb! tempat main sekitaran ITB yg recommended dong, selain bonbin wkwkwkw"
2021-06-09 12:10:01+00:00,itb! Biasanya syarat kelas sp dibuka tuh minimal berapa orang ya??
2021-06-09 12:10:00+00:00,itb! kalo ada matkul yg indeksnya baru keluar harusnya ip/ipk sementara keupdate kan??
2021-06-09 12:05:00+00:00,itb! yg mau daftar simak hari ini terakhir banget‼️‼️
2021-06-09 12:00:00+00:00,Kalau ga sengaja milih pilihan yang ambil mata kuliah gimana ya? Kemarin aku kepo doang liat prs kirain siap2 buat jurusan itb! :(( https://t.co/zHDUQSiYgd
2021-06-09 11:50:00+00:00,itb! Ada ga si yang ipnya dibawah tiga atau malah dibawah dua bisa comeback di jrusan? Perlu motivasi banget
2021-06-09 11:45:00+00:00,"itb! guys, ini harus milih ga sih?? milih yg mana💀 https://t.co/uCZkQCkjY2"
2021-06-09 11:40:00+00:00,"itb! drop foto meme itb dong... kalo ada yg punya foto lambang itb trus ada tulisan ""salah siapa kuliah di itb"" bagi yak... :D"
2021-06-09 11:35:00+00:00,itb! saran matkul yang ga terlalu ribet/gampang dapet nilai  kalo ngerjain semua tugasnya dong
2021-06-09 11:25:01+00:00,Kalau ipk skrg 3 bisa ga ya di empat semester kedepan nyampe 3.2??? Kira2 per semester hrs minimal brp ya ipnya? Itb!
2021-06-09 11:25:01+00:00,perbedaan lulusannya? makasiih maaf aneh bgt:(( no salty pls.
2021-06-09 11:25:00+00:00,"itb! tolong aku udah desperate banget malem ini deadline penjurusan tapi masih bingung TI/MR, udah browsing, merhatiin pas PRD, tapi masih bimbang yang mana yang lebih menjanjikan/arah industrinya ke mana. ada yang bisa sum-up gaa kelebihan dan kekurangannya dan  (cont..)"
2021-06-09 11:25:00+00:00,Nanti kalau udah masuk kuliah itb! langsung belajar atau perkenalkan dulu kayak di SMA?
2021-06-09 11:20:00+00:00,Ilfeel ga sama cowo itb! yg dokum ip-nya?
2021-06-09 11:15:00+00:00,sebutin terhate juga dong 😊 itb! https://t.co/yI1feQ2iFM
2021-06-09 11:10:00+00:00,itb! susahan AE atau MT ya
2021-06-09 11:04:18+00:00,"🗨️ Replies: 7
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 5

📊 Score: 26 https://t.co/SJqmOo3Prg"
2021-06-09 11:04:17+00:00,"🗨️ Replies: 8
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 2

📊 Score: 26 https://t.co/T8L1ytIc5N"
2021-06-09 11:04:17+00:00,"🗨️ Replies: 9
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 3

📊 Score: 30 https://t.co/VdnH0wmwVe"
2021-06-09 11:04:17+00:00,"🗨️ Replies: 14
📎 Quoteds: 3
🔃 Retweets: 1
❤️ Likes: 20

📊 Score: 69 https://t.co/HX9d1TXp7G"
2021-06-09 11:04:17+00:00,"🗨️ Replies: 7
📎 Quoteds: 3
🔃 Retweets: 4
❤️ Likes: 65

📊 Score: 96 https://t.co/4ct6THMeKK"
2021-06-09 11:00:02+00:00,"TPB FSRD itb! 2020 presents,

✨WOKA VOKA✨
pameran akademik online

yang menampilkan lebih dari 3000 karya dari ratusan mahasiswa
Tahap Persiapan Bersama--Fakultas Seni Rupa dan Desain ITB 2020!

ig : @/woka_voka

wokavoka/com
[10-13 Juni 2021] https://t.co/c1a5TTLW1d"
2021-06-09 11:00:01+00:00,itb! kalo mau masuk kimia tp kemaren belum masukin surat buta warna masih ada kesempatan ga sih kalo nilainya aman?
2021-06-09 11:00:01+00:00,Kalau temen sedih rasanya sedih juga 😢 itb!
2021-06-09 11:00:00+00:00,sebutin dosen fav kalian selama tpb👀 itb!
2021-06-09 10:50:00+00:00,itb! sopan engga nanya rincian nilai UTS/UAS ke dosen cuma karena penasaran (ga ingin banding)?
2021-06-09 10:40:00+00:00,"Kalian ada ga yg ip tpb nya di bawah 3 bahkan di batas bawah 2 tp semenjak di jurusan jadi di atas 3,5? Itb!"
2021-06-09 10:35:00+00:00,Itb! diakun six bisa cek mata kuliah dari prodi lain ga yah?
2021-06-09 10:30:01+00:00,itb! Kalo masuk geodesi butuh spek laptop yang bagus ga sih? Atau yang penting laptopnya harus bisa apa gitu? Mohon pencerahannya barangkali ada kating gd 🙏🙏
2021-06-09 10:30:00+00:00,"itb! kalau matkul TPB ngulang, indeksnya kecuci enggak? (Meski ga bisa cum laude.)"
2021-06-09 10:30:00+00:00,"kampus tetangga udh ada se buat kuliah daring semester depan, itb! sendiri gimana ya https://t.co/LsxK2XsBra"
2021-06-09 10:25:00+00:00,"itb! apaan sih, dimana2 ya dukung korban lah masa pelaku. https://t.co/rAYMeqldbI"
2021-06-09 10:20:00+00:00,itb! kak laptop yang cocok buat anak teknik yang budget nya diatas 5jt dan dibawah 10jt yg bagus apa ya? saran dong kakak2 yg spesifikasi laptopnya okee ya buat edit edit juga🙏
2021-06-09 10:05:00+00:00,"itb! emang udah paling bener jangan liat ip temen, bikin stress sendiri"
2021-06-09 09:40:00+00:00,"PRD ITB! emng susah A ya? Kok gw perasaan udh aktif baik diskusi kelas, kelompok sama ujian juga kek lancar tapi kok indeksnya perasaan gk sesuai ya):"
2021-06-09 09:30:01+00:00,"Itb! Mau tanya untuk mahasiswa s2 yg ga punya beasiswa, pas TA dan bukan proyekan dosen bakal kena biaya atau ada batuan gt ya? Terima kasih 🙏"
2021-06-09 09:30:00+00:00,Itb! Kalian pada praktikum luring ga?
2021-06-09 09:20:00+00:00,IPK itu ngitungnya jumlah IP tiap semester dibagi jumlah semester yg diambil bukan??? Kalau itungnya begitu harusnya IPK aku sekian tp ternyata malah lebih dari itu. Atau gimana ya ngitungnya?? Itb!
2021-06-09 09:10:00+00:00,"matkul paling terakhir yg indeksnya keluar tp paling ngagetin, apakah itu? itb!"
2021-06-09 09:00:00+00:00,"Sorry, anak itb! Untuk deadline terakhir pengisian indeks untuk nontpb kapan ya? Kok gue liat di six gaada? Thank you"
2021-06-09 08:55:00+00:00,Itb! Yg indeksnya belum keluar satupun siapaa?🥲🤚 Mulai takoott
2021-06-09 08:50:00+00:00,Itb! Sesungguhnya kebiklim auto a itu hanyalah mitos belaka~ jangan terhasut guys
2021-06-09 08:25:00+00:00,kakak2 alumni ada engga yang pas tpb ipnya dibawah 2 sedikit tapi pas lulus IPK nya 3 itb!
2021-06-09 08:20:00+00:00,Itb! Tekan 4 untuk ip 4
2021-06-09 08:15:00+00:00,itb! bolak-balik buka six tapi indeks yang muncul masi tetep segitu T_T
2021-06-09 08:15:00+00:00,itb! indeks daspro emg suka terakhiran ya munculnya? tkt kena mental :')
2021-06-09 08:10:00+00:00,Saran cafe estetik sekitaran itb!
2021-06-09 08:05:00+00:00,itb! Kalo sistem sp tuh gimana ya misalnya nilai awal D kalo lulus sp berarti nilai D itu diganti atau gimana ya? Makasihhh
2021-06-09 08:00:00+00:00,Bagaimana kita yakin dosen mku memang belum input nilai di six dan bukannya lupa itb!
2021-06-09 08:00:00+00:00,"Itb! Alhamdulillah ip tpb smt 1 dapet 2,00 smt 2 naik jd 2,6 tp aku masih takut ntar bisa lulus dapet ipk 3,3 ga yaa :(("
2021-06-09 07:45:00+00:00,lebih banyak matkul itungan2 di TI atau MR yaa? itb!
2021-06-09 07:35:00+00:00,punten kakak2 izin nanya. kalau matkul hitung2an di TI sama MR lebih sulit atau lebih mudah ya dari Kalkulus TPB? itb!
2021-06-09 07:20:00+00:00,Ada kakak siter itb! yg bersedia ditanya tanya gak? Terima kasih
2021-06-09 07:20:00+00:00,"Setelah lelah, begadang, maag, sakit punggung, stress, selama 1 semester alhamdulillah ipk naik 0.01 ^^

itb! Apa mksdny lgu jkt48 yg ""usaha keras itu tak akan mnghianati"""
2021-06-09 07:10:00+00:00,"Kalian ada yg pernah nanya ke dosen ga kenapa dapet indeks segitu (buat matkul yg transparansi nilainya ga jelas)??? Trs akhirnya indeksnya naik, tetep, atau turun ya? Itb!"
2021-06-09 07:00:00+00:00,"Itb! Kakak - kakak yang kos biasanya kalau makan, masak sendiri atau makan di warung?"
2021-06-09 06:05:00+00:00,"Maaf bgt nih buat dosen sama asdos prd kelas w harus bgt dadakan ngasih tugas kelompok dg deadline 4jam? Di waktu libur ini kan kt gatau anggotanya pada kemana, mana bnyk yg ga aktif lagiiiiii :(((( itb!"
2021-06-09 05:50:00+00:00,Itb! Bu tyas ttki kalo ngasih nilai aman ga?
2021-06-09 05:45:00+00:00,itb! Pak Ferry dosen ttki kalau ngasih nilai gimana ya
2021-06-09 05:30:00+00:00,"Aku mahasiswa rantau, ada saran optik murah ngga di daerah deket itb! atau Bandung? Thanks in advance"
2021-06-09 05:20:00+00:00,"Klo misalnya di six itb! Ada fitur premium berbayar namanya ""lihat ipk teman"" kira2 ada yg beli gk y itb!"
2021-06-09 05:20:00+00:00,Itb! Yang dipakai itu IP atau IPK ya?
2021-06-09 05:15:00+00:00,itb! Emang pengumuman jurusannya tanggal berapa? https://t.co/4R9A5418xU
2021-06-09 05:05:00+00:00,"itb! guys ada yg mau ngobrol"" ? tar aku ketuk dm'a"
2021-06-09 04:50:00+00:00,"itb! punten kak mau tanya, dulu penjurusan tpb diumumin jam brp ya?"
2021-06-09 04:45:00+00:00,"itb! yang dosen ttki semester 1 sama bu ratna, aman ga nilainya ya:(("
2021-06-09 04:40:01+00:00,Nilai studium generale belum keluar ya? itb!
2021-06-09 04:35:01+00:00,yg ftsl itb! pada milih apa nih?
2021-06-09 04:35:00+00:00,"itb! Ada yg jago masalah hukum ga? Jujur bingung kalo ada kasus-kasus pelecehan. Katanya kan harus ngebela dan berada di pihak korban dulu, tp bukannya itu gasesuai sama asas praduga tak bersalah ya? Murni nanya, share your thoughts and knowledge 🙏"
2021-06-09 04:30:00+00:00,"ui no 1 di THE, ugm no 1 di QS, itb! Dimana yaa?"
2021-06-09 04:25:00+00:00,Itb! Kasih tips buat bisa bersyukur walau kecewa sama nilai sendiri dong gais:'))
2021-06-09 04:20:00+00:00,"itb! kakak-kakak, nanti di jurusan, untuk satu matkul ujiannya bakal sama untuk semua kelas kah seperti di ITB? atau dosen masing-masing kelas ngasih ujian sendiri-sendiri? makasii"
2021-06-09 04:15:00+00:00,"itb! Ga ngerjain PR ""ah santailah cuman sekali"", ternyata itu satu satunya PR sepanjang semester, bobotnya 20% ._."
2021-06-09 04:05:00+00:00,Itb! Boleh minta rekomendasi web/app buat belajar bahasa inggris gratis?
2021-06-09 03:55:00+00:00,Belajar buat TOEFL enaknya lewat apa ya? Itb!
2021-06-09 03:45:00+00:00,itb! yg tpb indeks udh keluar brp
2021-06-09 03:40:00+00:00,itb! guys disini yg udh daftar mandiri itb itu harus upload tes buta warna?
2021-06-09 03:35:00+00:00,"Aku di awal semester: ambil matkul berguna walau sulit
Aku di akhir semester: anjir harusnya ambil yang auto A (setelah liat ipk ambyar)

Itb!"
2021-06-09 03:35:00+00:00,Kalo kalian di fitb bakal milih prodi apa itb!
2021-06-09 03:25:00+00:00,Itb! HelpP aku udah nganggurin TA sebulan lebih tbtb ditelpon dosbing tp ga keangkat fjdjjfkdjxjdjdjdjxjdjd 💀💀💀💀😭
2021-06-09 03:25:00+00:00,di jurusan nanti bakal dijelasin materi pengantar lagi ga?? Itb!
2021-06-09 03:20:00+00:00,dulu ip terendah buat masuk geologi itb! berapa ya?
2021-06-09 02:50:01+00:00,"Ada yang tau ga caranya biar experience di LinkedInnya jadi ke bawah gitu kalau masih satu tempat yang sama? tia 🤗

Itb! https://t.co/0dIzINCzPP"
2021-06-09 02:50:00+00:00,maba! hai kakak2 ada yg lolos seleksi mandiri itb ga? boleh reply? mau nanya2 ttg pengajuan ukt. makasih yaa.
2021-06-09 02:40:00+00:00,itb! yang ke-6 kali ngalamin nungguin nilai di six masih aja deg2an
2021-06-09 02:30:00+00:00,"kalau misalnya kepencet pilih semester pendek tapi ga ambil apa"" gapapa kan ya? panik td penasaran aja padahal😔 itb!"
