Datetime,Tweet
2021-07-19 10:15:00+00:00,ada di daftar block router gw kok. makasih
2021-07-19 10:15:00+00:00,"itb! mau nanya dong, tablet gw connect ke wifi, tp tulisannya internet tidak tersedia, gw bukak ke list device yg nyambung ke wifi, MAC tablet gw ada, tp itu txrates nya normal, tapi rxrates nya rendah cuman 1 mbps, gimana ya solusinya buat yg tau? trs MAC tablet gw ga  (cont..)"
2021-07-19 10:10:00+00:00,itb! ada yg tau website buat download data curah hujan harian buat tanggal yg udh lewat ga?
2021-07-19 10:00:00+00:00,Itb! Kuliah nirmana kalau online gimana sih?
2021-07-19 08:00:00+00:00,Aku c a p e k itb!
2021-07-19 07:55:00+00:00,"itb! kakak"" mau nanya dong sempro itu apa dan biasanya di smt brp sih?"
2021-07-19 07:40:00+00:00,"Itb! Pembagian hmj jadi timur jauh, tenggara, barat, itu asal muasalnya dari mana? Emang ada mapnya gitu?"
2021-07-19 07:30:00+00:00,itb! AR ITB OSJUR MASIH PANJANGGGGGGGGGGG
2021-07-19 07:25:00+00:00,Sesakitnya di eval kader lebih sakit dieval dosen galak :’) itb!
2021-07-19 07:00:00+00:00,"Itb! gmn y cara nge approach temen se kel oskm 19 dulu 👁👄👁 udh 2 thn gw masi suka ama dia, gaada acara  apa gtu biasanya ky reuni kek jdi ada alasan, mungkin gk si"
2021-07-19 06:40:00+00:00,Spill dong kawan itb! Jurusan mana yang udah osjur
2021-07-19 06:30:00+00:00,osjur teknik kimia itb! kerad ga gaes?
2021-07-19 05:15:00+00:00,"Itb! ""jAman kAmi dUlu lebIh pArah deQ""

""inI buaT ngeLatih mEntal kAlian, duNia kErja lEbih kEras"" 

""yAelAh brU eVal udAh ngEluh suZah, hIdup kEraS br0"" https://t.co/5VJ62081J6"
2021-07-19 03:30:00+00:00,"SELAMAT DATANG DI ITB! judulnya ""LIBUR"" tapi ga berasa liburr ahahahahaha"
2021-07-19 03:25:00+00:00,itb! Pagiku cerah matahari bersinar ⭐✨⭐✨ https://t.co/XqUxcDL1lS
2021-07-19 03:20:00+00:00,"itb! HAHAHAHAHHA makanya gw mah kedepannya maw berhenti jadi babu kepanitiaan ato organisasi. kalo bagus pun minim banget apresiasi, sekalinya jelek evalnya jahat dan bertubi-tubi, terus yang diingetnya bagian jeleknya aja pula HAHAHAHAHAH
mending cari duit buat jajan seblak https://t.co/5VJ62081J6"
2021-07-19 03:15:00+00:00,mentok mentok gofud🤭 dikira mental bisa disembuhin pake makanan wkwkwk au dah nyesel BANGET masuk itb! https://t.co/AMmtoJxaNF
2021-07-19 03:00:00+00:00,"“Halah baru di eval di itb! aja gini gimana nanti pas kerja” kerja digaji bg, apresiasi anak onlen cuma bisa ngasih reaction clap di zoom, ngasi duit kaga https://t.co/5VJ62081J6"
2021-07-19 02:55:00+00:00,pengajuan beasiswa ukt untuk tahun kedua/lebih sampai kapan ya itb! ?
2021-07-19 01:20:00+00:00,apa perasaan lu ngeliat sahabat lu dideketin sm orang yg paling lu benci di itb!
2021-07-18 22:40:00+00:00,ketika tuhan menutup aib mu biar ga kesebar depan umum tp kamu adalah anak itb be like:  itb! https://t.co/5VJ62081J6
2021-07-18 17:20:01+00:00,mmberi tahu kesalahan org lain hrus dgn memojokkan dan menekan?  Krn gw liat2 eval di organisasi/kegiatan mnapun di itb pasti gitu
2021-07-18 17:20:00+00:00,"Jadi penasaran kalau di kampus2 bagus negara maju kya mit, harvard, todai, ntu dll. Ada ginian juga gk sie 

Trus dnger2 katanya buat ngelatih mental gtu biar lulus itb! Jdi kuat, apakah dunia kerja juga serang2 menyerang memojokkan gini? 

Klau iya, Apakah eval dan  (cont..) https://t.co/5PFeVp9YeW"
2021-07-18 17:00:00+00:00,Ini yg baru selesai eval gk sih? Kalo iya sama aku juga sakit bgt diserang pribadi di depan umum makin nyesel masuk itb! https://t.co/5VJ62081J6
2021-07-18 15:15:00+00:00,"judulnya “evaluasi” isinya memojokkan, merendahkan, dan merundung pribadi seorang. amat sangat JAUH dari memanusiakan manusia. kalo sifatnya pribadi ngomong sm orangnya dong gausah didepan ratusan orang. itb!"
2021-07-18 14:50:00+00:00,Itb! Kenapa hmft itb ada logo skullnya?
2021-07-18 14:15:00+00:00,Itb! gmn sih cranya biar pny pcar yg sekampus di masa pandemi sprt ini
2021-07-18 13:55:00+00:00,itb! Ada ga yg sering banget pilek/flu? Bukan c*vid tapi. Itu tuh kenapa ya :( Gw dari kecil sering sakit sampe dua kali seminggu dan keselnya banyak banget yg ga percaya terutama guru 😩
2021-07-18 13:15:00+00:00,"Itb! Gaes belakangan ini gua banyak dapat WA2 gajelas, togel, judi dll. Gimana ya biar nomor hp kita aman :("
2021-07-18 13:10:00+00:00,"camkan ini teman-teman, kakak-kakak, dan adik-adik itb! kalau ditawarin suatu posisi entah itu organisasi atau kepanitiaan, kalau kamu tidak yakin dan cuma setengah hati, mending jangan diambil."
2021-07-18 11:50:00+00:00,"ngedoain kamu dr kejauhan meskipun kita ga kenal sebelumnya. Have a great day, y'all🐱❤"
2021-07-18 11:50:00+00:00,"itb! Hai kamu, yg ngerasa kesepian karena ga ada temen online, jenuh di sosmed, ga ada support system. Makasih, udah jalani kehidupannya hari ini, semoga besok bahagia ya! Izinin aku jd penyemangat kamu hari ini, jadi jgn ngerasa sendiri yaa.. Bersyukur banget bisa  (cont..)"
2021-07-18 11:40:00+00:00,"itb! hy siapapun yg bca ini
how r u ? :) https://t.co/fr9fSQ9A8J"
2021-07-18 11:05:05+00:00,"🗨️ Replies: 7
📎 Quoteds: 1
🔃 Retweets: 2
❤️ Likes: 4

📊 Score: 29 https://t.co/FVXcMTbNXT"
2021-07-18 11:05:05+00:00,"🗨️ Replies: 11
📎 Quoteds: 0
🔃 Retweets: 1
❤️ Likes: 10

📊 Score: 44 https://t.co/Sunjq8QJRt"
2021-07-18 11:05:04+00:00,"🗨️ Replies: 12
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 9

📊 Score: 45 https://t.co/QpRYp5tnS1"
2021-07-18 11:05:04+00:00,"🗨️ Replies: 12
📎 Quoteds: 12
🔃 Retweets: 0
❤️ Likes: 13

📊 Score: 73 https://t.co/AGNWdzDs1v"
2021-07-18 11:05:03+00:00,"🗨️ Replies: 13
📎 Quoteds: 20
🔃 Retweets: 27
❤️ Likes: 303

📊 Score: 409 https://t.co/JYduU3wwjY"
2021-07-18 10:50:00+00:00,"itb! kalo mau jadi Thermal Engineering di sektor energi terebarukan, mending ikutan SRE atau ASHRAE ya?"
2021-07-18 08:55:00+00:00,Saran dong itb! Mending kita nyoba banyak lomba meskipun belum advance atau lebih baik memperdalam dulu?
2021-07-18 07:40:00+00:00,"Punten kakak2 itb! Izin bertanya. Kalau sekiranya setelah sampe 4 tahun kuliah, ipk masih dibawah 3 apakah bisa ambil 1 atau 2 semester lagi untuk ngulang matkul agar ip sampe 3?"
2021-07-18 06:10:00+00:00,angkatan '20 itb! yang paling banyak anggotanya cabut di jurusan apa ya?
2021-07-18 03:40:00+00:00,alasan panit kader nggak terang2an soal rundown Day kaderisasi / waktu selesainya suatu Day apaya? itb!
2021-07-18 03:20:00+00:00,Anak itb! Engga ada yang buatin tips2 kaya gini juga kah? https://t.co/R22Y89hDs2
2021-07-18 02:40:00+00:00,"itb! TPB 21 Bekasi ada yang mau matcho A 1, 2 sama phiwiki 2 ga? Ambil ae(bayar gosendnya aj) comment aj nanti gua DM"
2021-07-18 02:30:00+00:00,"buat tpbabes itb! 2021 yang mau order buku latihan kalkulus, fisika, dan kimia. Bisa langsung cekk topednya MIPA MART, stock terbatas gaissss https://t.co/XAlDFB7p1W"
2021-07-18 01:15:00+00:00,"itb! SEMANGAT yg lagi osjur, dikdiv, maupun sekdiv! *kecuali yg kmrn ga bantu ta dikpus"
2021-07-17 21:00:00+00:00,"bucin! semangat osjur stf nya.. pengen contact tp takut sibuk.. let's meet again in another meeting :"""
2021-07-17 18:45:00+00:00,Mohon bantuannya temen2 itb! https://t.co/RT3lB3SSUU
2021-07-17 18:15:00+00:00,bucin! much-needed online affection for my dearest C
2021-07-17 17:35:00+00:00,"bucin! Dewantara AR 19 tidur woy, ONLINE MULU--"
2021-07-17 17:20:00+00:00,"Bucin! Aku nyerah, makasih buat semuanya :)"
2021-07-17 17:10:00+00:00,itb! emangnya anak cewek stei pada ga mau diajak bucin! ya?? :((
2021-07-17 17:10:00+00:00,"bucin!
hari senin kelilipan bulu
hari selasa kelilipan batu
you took me out of the blue
tapi kita ga bisa nyatu :("
2021-07-17 17:05:00+00:00,bucin! Kezchin TL'20. Segera pulih  dan semangat keos🤩
2021-07-17 17:05:00+00:00,bucin! Selamat ulangtahun yang ke-20 untuk the only one MADE INDIRA TARA DEVI 🎉🥳
2021-07-17 16:40:00+00:00,"bucin! mas aku kangen. aku tau kamu sibuk dan gamungkin liat ini hehe. tp semangat ya, ternyata yg aku kira kita bs growing together, taunya gabisa ya hehe:("
2021-07-17 16:35:00+00:00,Di itb slip pembayaran ukt dibutuhin buat syarat syarat gitu ga yaa? Itb!
2021-07-17 16:00:00+00:00,spti ap knampakan osjur di itb! saat offline ? https://t.co/RDqtToB5M1
2021-07-17 15:40:00+00:00,"Bucin! Oh skrg satnight? *scrolling disney+* 
gatau mau nonton apa nihh, yg seru bikin penasaran ada ga guys?"
2021-07-17 15:40:00+00:00,aku kira kita lebih dari temen tapi ternyata kamu malah bucin! sama yang lain😔
2021-07-17 15:35:01+00:00,itb! Kacama anti radiasi ngaruh ngga sih?
2021-07-17 15:35:00+00:00,hai mba dkv stop sibuk dan izinkan aku bucin! padamu
2021-07-17 15:35:00+00:00,bucin! sama diriku sendiri soalnya orang lain gaada yg mau bucinin aku
2021-07-17 15:25:01+00:00,Bucin! makasih udah jadi first love gua dan memperlakukan dengan sangat baik
2021-07-17 15:25:00+00:00,aku kira kita lebih dari temen tapi ternyata kamu tapi kamu malah bucin! sama yang lain😔
2021-07-17 15:20:00+00:00,Bucin! 11419020 gws ya.. moga cpt sembuh
2021-07-17 15:15:00+00:00,Bucin! Yang namanya farrel fi 19 ditunggu di ganyang pas adha
2021-07-17 15:10:00+00:00,bucin! Dewantara Ar 19 -- lagi apa kau disana?
2021-07-17 15:05:00+00:00,Bucin! Selamat bertambah usia made yogga anggara ♥
2021-07-17 14:55:00+00:00,"bucin! To the person who love his God more than human, thankyou! Semoga jodohku juga lagi jaga dirinya dengan baik sampai dipertemukan dalam hubungan yang halal nantinya, hihi (๑˃̵　ᴗ　˂̵)و"
2021-07-17 14:35:00+00:00,itb! ketik 1 jika kalian ingin keluar dari sekmen
2021-07-17 14:10:00+00:00,"Bucin!  Sama Salsa Himasda 19. Udah punya pacar belum sal,  semangat bu kawis"
2021-07-17 13:45:00+00:00,"ga bucin! sih, tp semangat urusannya ya mba fttm20429"
2021-07-17 13:40:00+00:00,Bucin! Farhan ** '19 :( skrg dia lagi ngapain y
2021-07-17 13:25:00+00:00,cape bgt volunteer di event international tapi division manager aja gatau ngerjain apa &lt;/333 itb!
2021-07-17 13:00:00+00:00,"Gimana mau Bucin! Mental aja berantaka  kaya serbuk micin. Menglelah :) ttapi kalau ada yang mau si gass., yang pagi² suka deep talk tentang ekonomi dan poltik indonesia, trus bisa di ajak zoom ngelaprak https://t.co/waZqprzdfz"
2021-07-17 12:30:00+00:00,Bucin! send this to ur crush   https://t.co/eFm9ot5a47
2021-07-17 11:50:00+00:00,Apa daya bucin! cuma searah https://t.co/a3FOUaBRAT
2021-07-17 11:45:00+00:00,bucin! sama yg namanya Ibnu
2021-07-17 11:40:00+00:00,bucin! kamu yang bilang aku adalah cewe 3d favorit kamu 🤍
2021-07-17 11:05:32+00:00,"🗨️ Replies: 4
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 9

📊 Score: 21 https://t.co/AhTkJ82aaw"
2021-07-17 11:05:31+00:00,"🗨️ Replies: 6
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 10

📊 Score: 30 https://t.co/Gfn2lRLCoP"
2021-07-17 11:05:31+00:00,"🗨️ Replies: 6
📎 Quoteds: 0
🔃 Retweets: 2
❤️ Likes: 21

📊 Score: 41 https://t.co/YpVtauqpcw"
2021-07-17 11:05:31+00:00,"🗨️ Replies: 6
📎 Quoteds: 1
🔃 Retweets: 4
❤️ Likes: 34

📊 Score: 58 https://t.co/vsv8pMQ4Tf"
2021-07-17 11:05:30+00:00,"🗨️ Replies: 10
📎 Quoteds: 4
🔃 Retweets: 3
❤️ Likes: 33

📊 Score: 74 https://t.co/tAHa1l1lx6"
2021-07-17 09:40:00+00:00,"bucin! Buat r yg di ftsl, gua suka sama lu tapi kita sama2 udah ada yg punya :( rekomen lagu buat ngegalau pas malmingan dongg itb!"
2021-07-17 09:05:00+00:00,bucin! sampe lupa kalo hari ini malming
2021-07-17 09:00:00+00:00,"Itb! Terutama anak2 Ludruk, masih ada stok kaos “Aghyapa?” ngga? Boleh like ini nnt ku-DM, makasih🙏🏼"
2021-07-17 07:55:00+00:00,"aku mau bucin! tapi kepikiran SSC yang kaderisasi salman itu wajib ga si??? butuh pencerahannya kakak-kakak sekalian 🙏👍

terima kasii banyak"
2021-07-17 07:35:00+00:00,Hah IUP itu jalur seleksi baru lagi apa gimana? Itb! https://t.co/xAO4XDJNfh
2021-07-17 05:30:00+00:00,itb! ada yang mau bantuin isi survei tentang energi terbarukan? Boleh like atau comment yaa ntar di-dm in linknya. Makasiih banyak
2021-07-17 05:15:00+00:00,"Itb!
HALOO GUYS👋
buat temen-temen yang kemaren diterima FTMD ITB lewat jalur SBMPTN, SM-ITB, &amp; IUP dan belum join grup line dimohon segera menghubungi CP yg terteraa yaa🤗 https://t.co/Pzf6YAUEzH"
2021-07-17 04:40:00+00:00,Ada yg pernah tes ielts? itu kisaran biayanya berapa yaa? itb!
2021-07-17 03:40:00+00:00,Selamat wisuda yang wisjul itb!
2021-07-17 01:20:00+00:00,akhh mantap semoga nular yakh itb! https://t.co/pAQN1Cwek6
2021-07-16 16:15:00+00:00,Happy wonu dayy &lt;33 you know ily itb!
2021-07-16 15:55:00+00:00,itb! help ini kenapa ya di gdocs gini? https://t.co/xb4LHfMEZ7
2021-07-16 15:50:00+00:00,"itb! sori curhat, gw ga tau sebenernya gw merasa berhak punya temen atau ga, gw selalu berusaha respon temen tapi giliran gw nanya atau minta tolong responnya cuma wkw atau cuma jr selain itu temen gw jg suka boongin gw, sebenernya mereka nganggap gw ada atau ga"
2021-07-16 15:30:00+00:00,Wow udah mau psikotes calon tpb aja nih. Pdahal hasil psikotes gua tahun lalu blm nyampe ke gua sampe skrg 🙂 itb!
2021-07-16 15:00:00+00:00,"Itb! kakak2 kalo ip tpb 2,4 peluang ipk 3,2 dan lulus 4 tahun kemungkinan masih besar ga yaa?"
2021-07-16 12:55:00+00:00,"itb! kmrn nonton acaranya FTSL yg Charcon salfok sama gitarisnya, keren bangettt🤩✨ https://t.co/hNoJ0masCT"
2021-07-16 11:06:13+00:00,"🗨️ Replies: 8
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 10

📊 Score: 36 https://t.co/9G2NRjVbBc"
2021-07-16 11:06:12+00:00,"🗨️ Replies: 8
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 15

📊 Score: 42 https://t.co/JZktBOttiI"
2021-07-16 11:06:12+00:00,"🗨️ Replies: 33
📎 Quoteds: 0
🔃 Retweets: 4
❤️ Likes: 28

📊 Score: 131 https://t.co/id7UgoF8Nm"
2021-07-16 11:06:12+00:00,"🗨️ Replies: 12
📎 Quoteds: 14
🔃 Retweets: 12
❤️ Likes: 84

📊 Score: 160 https://t.co/kBR4Wxa7KF"
2021-07-16 11:06:12+00:00,"🗨️ Replies: 20
📎 Quoteds: 4
🔃 Retweets: 15
❤️ Likes: 81

📊 Score: 164 https://t.co/K1NtCh5imj"
2021-07-16 11:05:36+00:00,"🗨️ Replies: 8
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 10

📊 Score: 36 https://t.co/9G2NRjVbBc"
2021-07-16 11:05:35+00:00,"🗨️ Replies: 8
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 15

📊 Score: 42 https://t.co/JZktBOttiI"
2021-07-16 11:05:35+00:00,"🗨️ Replies: 33
📎 Quoteds: 0
🔃 Retweets: 4
❤️ Likes: 28

📊 Score: 131 https://t.co/id7UgoF8Nm"
2021-07-16 11:05:35+00:00,"🗨️ Replies: 12
📎 Quoteds: 14
🔃 Retweets: 12
❤️ Likes: 84

📊 Score: 160 https://t.co/kBR4Wxa7KF"
2021-07-16 11:05:35+00:00,"🗨️ Replies: 20
📎 Quoteds: 4
🔃 Retweets: 15
❤️ Likes: 81

📊 Score: 164 https://t.co/K1NtCh5imj"
2021-07-16 04:00:00+00:00,"itb! permisii mau tanya kalau tpb2020 yang dapat dean's list itu gak dapet piagam/sertifnya ya? terutama buat yang fmipa, itu dapet gak sih?"
2021-07-15 16:00:00+00:00,"Itb! Karena tugas wawancara gua jadi ngerasa belum terlalu kenal diri sendiri, karena pas dapet random question, beberapa kali jadi bingung mau jawab apa wkwk"
2021-07-15 14:55:00+00:00,itb! wdyt sobat insyekur?  https://t.co/hFkB1WqWuJ
2021-07-15 14:20:01+00:00,itb! ga tau lagi gue mau ngomong apa... speechless asli https://t.co/DtCWpZTRSi
2021-07-15 14:05:00+00:00,itb! kapan sih ga denial? huft
2021-07-15 13:05:00+00:00,"haloo aku jual buku tpb itb! masii bersih, dom jakartaa, kalo tertarik bisa komen aja ya! https://t.co/Z4KkPR3qzF"
2021-07-15 12:50:00+00:00,"itb! Yuk dateng ke taman ekspresi inii link nya neon,ly/TamanEkspresi2021 (Ganti , jadi . yaa)"
2021-07-15 12:40:00+00:00,ada yang punya rekomendasi film yang bikin nangis ga? itb!
2021-07-15 12:10:00+00:00,"halo mahasiswa itb! angkatan 2020 dan 2021, isi survey yang ada di sini yuk ada hadiah gopaynya 🤩 https://t.co/8xJnWXI4qq"
2021-07-15 11:35:00+00:00,pengen punya death note buat korupter :) itb!
2021-07-15 11:06:34+00:00,"🗨️ Replies: 13
📎 Quoteds: 2
🔃 Retweets: 1
❤️ Likes: 13

📊 Score: 57 https://t.co/zb7PLCYu0P"
2021-07-15 11:06:34+00:00,"🗨️ Replies: 10
📎 Quoteds: 3
🔃 Retweets: 3
❤️ Likes: 45

📊 Score: 84 https://t.co/1iahheINMN"
2021-07-15 11:06:33+00:00,"🗨️ Replies: 26
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 13

📊 Score: 91 https://t.co/3UxbfUmvsR"
2021-07-15 11:06:33+00:00,"🗨️ Replies: 34
📎 Quoteds: 0
🔃 Retweets: 2
❤️ Likes: 34

📊 Score: 138 https://t.co/OpDbT9R2gP"
2021-07-15 11:06:33+00:00,"🗨️ Replies: 7
📎 Quoteds: 17
🔃 Retweets: 14
❤️ Likes: 71

📊 Score: 140 https://t.co/twgREooocL"
2021-07-15 10:10:00+00:00,"kalian yang introvert pas ngerjain tugas wawancara ngerasa gasih walaupun wawancaranya berjalan dengan fun dan lancar, setelah wawancara energi kalian kaya lsg kekuras abis gitu? kaya lsg lemes capek gitu loh itb!"
2021-07-15 09:25:00+00:00,Itb! Kadang penasaran sih proses decision making org yang berwenang itu seperti apa... kok bisa bisanya gitu loh
2021-07-15 09:15:00+00:00,Itb! Beli saham perusahaan kpop …
2021-07-15 06:35:00+00:00,"maba itb! yang udah dapat email tes psikologi, bagian nim-nya diisi apa?"
2021-07-15 06:20:00+00:00,Yukk sabi nih Itb! https://t.co/TD7XQmFRnW
2021-07-15 06:00:00+00:00,"itb! tpbebs 2021 aku jual buku2 tpb 35k buku latihan, textbook range 50-150k rep aja kalo mau tau kondisi, diusahain dom bandung yaa thanks! https://t.co/8RlWtWHBCr"
2021-07-15 04:45:00+00:00,Ada yang tau aplikasi apa aja yang dibutuhin untuk geoprocessing itb! ?
2021-07-14 18:00:00+00:00,"seandainya tugas2 biasa, tapi ini skripsi. hikd. buat temen2 itb! , tolong jaga kewarasan kalian ya-s https://t.co/OtrGGcdQjm"
2021-07-14 17:50:00+00:00,"itb! plis kasih saran alasan, yg sedang mau kulap/survey lokasi/ KP di Kota Bandung bagaimana ini saya beralasan? https://t.co/lcciXCeeSO"
2021-07-14 17:40:00+00:00,itb! aaaaa butuh support system :(
2021-07-14 17:10:00+00:00,"tips agar tidak bosan nonton vtuber dong, gua langsung menguap saat nonton livenya. itb!"
2021-07-14 16:55:00+00:00,Itb! Guys gimana ya caranya ngajak ortu klean yg kemakan konspiresyen c0v1d yg katanya cuma akal2 pemerintah jd gamau di vaks1n huft stress bgt susah bgt disuruh v4ksin hhhhhhh mana tetangga udh bnyk yg kena kopit
2021-07-14 16:55:00+00:00,Anak astronomi itb! klo lgi dket ama cwk sering ditanyain zodiak gk
2021-07-14 16:05:00+00:00,"itb! gua baru tau kalok pacar gua cuman berusaha mencintai gua, but she never been in love with me. anjg dada gua sesek, positip nih gua"
2021-07-14 15:30:00+00:00,itb! ada yang dari dom luar JABAR dan rencananya akan ke kostan Bandung di PPKM ini karena ada bebrapa urusan URGENT perkuliahan yang harus survey? Dengan menggunakan Prokes ketat kalian izin ke orang tua bagaimana?
2021-07-14 15:20:00+00:00,Itb! Ada yg nonton disney+? Rekomendasiin tontonan plss. gue baru bisa wkwkw
2021-07-14 15:15:00+00:00,"Itb! Ini gada yg mau apa? 150k deh nego. Males bgt menuh2in :(
:(( https://t.co/Z8SyzwYXmG"
2021-07-14 12:30:00+00:00,"sebutin 1 kata tentang jurusan kalian dan biarkan org lain menebaknya, yug itb!"
2021-07-14 12:00:00+00:00,itb! aku jual preloved brady and purcell ukuran A4 (besar) 55k/ buku. chempro sm mathco nya 25k/buku. domisili bandung hehee reply yah kalo mauu &lt;3 https://t.co/jfTubrG8cQ
2021-07-14 11:55:00+00:00,waw para penyihir di hogwarts school of mentor sudah mulai pada menyerah itb!
2021-07-14 11:40:00+00:00,"itb! nanyak dong, kalian yang perfeksionis, dan lagi anxious terus curhat ke orang lain, kalian pengen respon yang kayak gimana? ngasih saran yg kontra, atau didengerin aja, atau yg lain?"
2021-07-14 11:30:00+00:00,"itb! 21 ada yg mau ga? gratis kok bayar ongkir aja dari bandung ya, yg mau reply aja nanti didm https://t.co/hPk32M219U"
2021-07-14 11:25:00+00:00,"itb!

Hallo semua, saya masih butuh ~30 orang lagi untuk isi kuesioner penelitian saya. Syarat pengisiannya yaitu kalo kalian pernah ke tahura bandung dari awal lockdown dibuka (1 juli 2020)  sampai sekarang. Jika berkenan, nanti akan saya dm linknya. Terima kasih."
2021-07-14 11:06:17+00:00,"🗨️ Replies: 3
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 6

📊 Score: 15 https://t.co/d0SQ142jM6"
2021-07-14 11:06:16+00:00,"🗨️ Replies: 2
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 10

📊 Score: 18 https://t.co/Mzde5zbCEO"
2021-07-14 11:06:16+00:00,"🗨️ Replies: 3
📎 Quoteds: 1
🔃 Retweets: 3
❤️ Likes: 10

📊 Score: 24 https://t.co/NdNP8TGQ1k"
2021-07-14 11:06:16+00:00,"🗨️ Replies: 4
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 23

📊 Score: 38 https://t.co/lPB7SY8Ul8"
2021-07-14 11:06:15+00:00,"🗨️ Replies: 14
📎 Quoteds: 2
🔃 Retweets: 2
❤️ Likes: 70

📊 Score: 118 https://t.co/bLQZAKu7Go"
2021-07-14 10:05:00+00:00,berarti kepanitiaan yg pake MSDA selama jni salah dong? itb! https://t.co/BQjtVbAPgX
2021-07-14 09:45:00+00:00,"Itb! Ada yg mau ga? 200 take all masi bisa negolah sanss, kondisi buku latsol 80% mulus. Itu buku yg fitb kumpulan tutor dan uas bisa dipake buat mafiki 2A ga cm fitb aja.  Yg mau rep ntar aing dm. https://t.co/WoQ8Btzl2h"
2021-07-14 09:40:01+00:00,"Utk teman2 alumni muda itb! barangkali ada yg tertarik ikut saling bantu utk teman2 mahasiswa yg membutuhkan. Bisa join di beasiswaluarbiasa(dot)com/patungan/
*jangan lupa ganti (dot) jadi titik biasa yaa https://t.co/VcY5WRDEU2"
2021-07-14 09:30:00+00:00,jadi anak itb! pas liburan gaberasa liburan jujur :)
2021-07-14 09:25:00+00:00,itb! ada yg punya tutorial buat dapet coursera gratis pake email itb gaaa? makasii
2021-07-14 07:50:00+00:00,"Itb! 21 ada yg mau ga? Gratis kok, tinggal ganti ongkir aja. Yg mau rep aja ya ntar aku dm https://t.co/OtAA6UxWYh"
2021-07-14 07:45:00+00:00,"itb! msda = manajemen sumber daya alam, msdm = manajemen sumber daya manusia xixixixixi https://t.co/hAKlFkkQ8p"
2021-07-14 07:40:00+00:00,"itb! Hanya dengan 100k/bulan, udah bisa ngasih beasiswa UKT buat mahasiswa ITB! Yuk, cek dan ikutan beasiswa patungan Beasiswa Luar Biasa (BLB) Periode 7! Apa tuh BLB? Cek di infografik ini ya! :)

Info lebih lanjut, cek instagram kami ya!
@beasiswaluarbiasa https://t.co/fsTyYhlQBe"
2021-07-14 07:30:00+00:00,beda MSDA sama MSDM itu apa? itb!
2021-07-14 06:40:00+00:00,"itb! guys, sedih ga liat kasus kesenjangan ekonomi ppkm gini.... i mean, GW SEDIH TP GA BISA NGAPA NGAPAIN???? HHHHHH"
2021-07-14 06:35:00+00:00,"punten, info swab antigen/pcr yang murah di bandung dong.. thanks in advance :D itb!"
2021-07-14 06:30:00+00:00,I hate this damn country man i want out itb!
2021-07-14 06:00:00+00:00,"ada yang punya thread tentang lagu bts yg permission to dance gak, katanya susunan hurufnya bisa diubah jadi ada kata pandemicnya tapi gw lupa namanya apa itb!"
2021-07-14 05:40:00+00:00,"itb! hayo siapa belom daftar exhibition oskm? 

ps: exhibition sama defile unit beda yaa 😃👍 https://t.co/jydTCkOsyO"
2021-07-14 05:10:00+00:00,adakah yg skrg kalau ngerjain tugas dari itb! sakit kepala atau sakit perut sama susah fokus terus kalau overthinking malah sesak nafas?
2021-07-14 04:55:00+00:00,Kalau perang industri yg paling menarik apa ya? Itb!
2021-07-14 03:50:00+00:00,itb! no offense but penjelasan oleh inisiator kyknya terlalu ideal dsb pdhl pas pelaksanaan banyak juga mentor yg biasa2 aja bahkan ga niat atau bingung nyampeinnya 🙏🏻
2021-07-14 02:45:00+00:00,Itb! I dont see why they need to be prioritised tho🙄 https://t.co/R91FUbAubD
2021-07-14 02:20:00+00:00,Tumben ga ada keributan? Itb!
2021-07-14 02:10:00+00:00,itb! kalau ga ikut osjur bakal gimana ya? ngaruh ke apa? https://t.co/7kAtoBUUvw
2021-07-13 19:30:00+00:00,"itb! OSJUR SAMPAI K.O , ORANG LAIN PADA BOBO"
2021-07-13 13:20:00+00:00,ada ga anak tingkat 3/4 yang ngambil 24 sks dan NRnya 4 atau mendekati 4? Share tips n trik dong itb!
2021-07-13 11:05:36+00:00,"🗨️ Replies: 9
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 3

📊 Score: 32 https://t.co/G84BUC6yH8"
2021-07-13 11:05:36+00:00,"🗨️ Replies: 7
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 24

📊 Score: 45 https://t.co/lNrijKOzYu"
2021-07-13 11:05:36+00:00,"🗨️ Replies: 11
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 12

📊 Score: 48 https://t.co/r2yuotGqRJ"
2021-07-13 11:05:35+00:00,"🗨️ Replies: 15
📎 Quoteds: 6
🔃 Retweets: 0
❤️ Likes: 3

📊 Score: 60 https://t.co/UAcFx4wAhI"
